sigma0,M,alpha,G,b,rho,solute,c,T,epsd,rp,rc,fp,beta,sigma,sigmae
14.10847503,3.160223138,0.399225942,20361184042,2.86E-10,3.83288E+12,5,0.026543805,533.4548919,0.716482124,1.10E-09,8.55E-09,0.012989846,0.581617295,302.6692209,310.0801444
16.41738721,2.326756285,0.317410582,26961309093,2.63E-10,7.88533E+12,0,0.022437237,555.2819259,0.907186193,1.00E-09,1.07E-08,0.01625359,0.535142423,90.19181439,95.4834803
10.26536025,3.470353711,0.303238152,26931709689,1.67E-10,9.43986E+12,2,0.016610899,432.8312887,0.526087139,1.76E-09,8.76E-09,0.024882783,0.428063447,100.2580354,92.6295454
11.00625319,3.895208735,0.557333843,28080491285,3.92E-10,3.97935E+12,4,0.017151181,518.5948565,0.219087286,1.15E-09,9.62E-09,0.020130798,0.376873233,279.1578628,277.5670209
29.30200041,2.718104202,0.576481178,20025712410,2.44E-10,6.9231E+12,0,0.021774704,350.3204065,0.352118888,1.68E-09,1.15E-08,0.018598504,0.686721848,121.407484,122.2314453
21.61697298,2.218709426,0.378908251,24212676456,2.01E-10,9.17658E+12,0,0.010426134,382.6463146,0.85642772,1.22E-09,7.06E-09,0.002818938,0.673340999,62.99380709,57.87543198
14.82143804,2.413203932,0.581989918,21487381986,1.23E-10,3.72554E+12,5,0.024379826,448.8393584,0.477192944,1.78E-09,9.12E-09,0.02606474,0.618662515,211.8219905,220.6888121
15.92100539,2.741391075,0.613869468,23947012602,1.73E-10,3.58994E+12,4,0.023655398,543.5879861,0.795003078,1.30E-09,1.14E-08,0.014940551,0.321010376,142.1337295,137.4547018
23.88368041,3.16181825,0.563540088,23939193763,2.81E-10,2.17388E+12,4,0.026130224,474.6347493,0.207748938,1.87E-09,1.08E-08,0.006202854,0.634166295,212.8983076,213.7512224
24.31954684,2.144613906,0.323203082,29390809863,2.45E-10,4.79186E+12,0,0.023345029,334.9398275,0.756972872,1.13E-09,7.11E-09,0.027995769,0.574093451,165.0387949,164.2435262
28.79335236,2.158511922,0.668721339,20831161341,2.22E-10,7.09599E+12,1,0.010679692,427.8310184,0.394338247,1.39E-09,9.74E-09,0.001735438,0.501841429,75.32138686,69.40945866
22.53797929,3.292584753,0.620281457,24360435240,1.41E-10,9.39397E+12,1,0.013262087,508.8691755,0.276786087,1.44E-09,1.16E-08,0.014005277,0.610951938,132.2485702,129.6424544
22.77982665,3.163839088,0.681810006,26199709431,1.45E-10,9.31064E+12,3,0.019281015,336.4224602,0.671930698,1.11E-09,1.17E-08,0.007289583,0.663993315,99.60022719,92.01204136
26.61193273,2.613442892,0.693333185,27933827255,3.96E-10,5.75712E+12,5,0.018745103,472.716369,0.922184406,1.43E-09,6.55E-09,0.018745502,0.511515291,391.8684793,391.2488295
22.24617442,3.692930431,0.445356045,26639217036,2.85E-10,4.38898E+12,1,0.019343566,480.610522,0.157553315,1.76E-09,9.23E-09,0.020779959,0.323525414,229.3899091,220.7725023
13.40967956,2.247651885,0.61157649,29780586943,3.65E-10,7.72219E+12,3,0.024581809,576.6409,0.447315621,1.95E-09,6.78E-09,0.022563433,0.316620709,199.4186364,207.0956036
11.27383178,3.223247448,0.379138338,26639479861,3.62E-10,4.57678E+12,5,0.011726268,524.8417918,0.898425518,1.77E-09,1.05E-08,0.005479089,0.366790595,188.8334579,187.3926237
14.17784172,3.222204653,0.439904181,28954260464,3.73E-10,2.28041E+12,1,0.02490423,488.5902527,0.236743891,1.91E-09,1.21E-08,0.025516642,0.641202229,312.6561172,312.7597414
23.24707861,3.811762627,0.387576088,29263139866,1.49E-10,7.62548E+12,4,0.025917048,517.9777803,0.683926449,1.98E-09,9.72E-09,0.021747644,0.561129539,273.7222334,283.3598415
12.44897806,3.963871647,0.495208805,25638878405,3.17E-10,9.63482E+12,3,0.017464451,453.7399406,0.30884887,1.48E-09,1.09E-08,0.029960617,0.315537649,178.2904521,185.340998
27.91246176,3.261482097,0.440672118,27850164813,3.65E-10,2.19438E+12,1,0.018634164,462.2442532,0.110648117,1.55E-09,1.17E-08,0.016112858,0.475752597,208.2890077,212.3721363
16.9418133,3.549984022,0.494055172,22254595283,3.81E-10,5.02541E+12,3,0.027538471,327.0958226,0.942617612,1.24E-09,7.86E-09,0.021626772,0.586960538,291.5173498,290.1641127
29.91167096,3.138599464,0.40537717,25349817662,3.12E-10,9.22174E+12,5,0.021981982,388.2934168,0.503306842,1.81E-09,1.05E-08,0.01015305,0.571130197,311.529154,311.9309069
21.41806503,2.335641935,0.390965106,27676256308,3.24E-10,7.98783E+11,2,0.026180859,319.5142131,0.845362398,1.93E-09,9.82E-09,0.012079975,0.535490256,99.48572458,92.14670109
27.555266,2.272596926,0.545009098,25638448317,1.39E-10,5.98205E+12,4,0.018363396,579.5562425,0.509281237,1.55E-09,7.59E-09,0.023409257,0.628252108,146.407423,150.7092599
25.03059549,3.27980487,0.651557504,22744155924,3.06E-10,6.81358E+11,5,0.016298111,325.8039698,0.823224303,1.94E-09,1.20E-08,0.010610454,0.35988595,230.8951725,235.6140893
13.68156793,2.765786391,0.400929515,21013248270,2.44E-10,7.33657E+12,0,0.026238471,418.641945,0.13476638,1.64E-09,9.31E-09,0.013958734,0.658706881,129.5325263,119.7285094
28.84537345,2.192447101,0.575715369,24023775988,2.94E-10,4.69295E+12,0,0.021537353,533.2019855,0.208147336,1.35E-09,6.45E-09,0.028821851,0.359991417,138.260291,142.8184692
18.26081732,3.946769658,0.457818967,27396202127,2.39E-10,7.5177E+12,4,0.019304327,348.6087194,0.806856885,1.34E-09,7.44E-09,0.004228356,0.463903535,250.1870534,250.3078634
11.79993978,2.635362923,0.557489138,28238816270,2.75E-10,6.50576E+12,1,0.01029151,562.7186554,0.112957089,1.28E-09,8.48E-09,0.021716113,0.48863036,166.1385334,163.6133433
14.31382741,2.286189715,0.616831361,20848995142,2.31E-10,7.75445E+12,0,0.028947874,307.6465337,0.072167409,1.46E-09,9.87E-09,0.028953721,0.454257829,111.464285,110.3116362
16.28415186,2.964702409,0.696536624,29747462579,1.45E-10,6.47885E+12,3,0.016418459,406.844567,0.437065831,1.25E-09,8.47E-09,0.004851211,0.630380737,93.83359323,84.97805332
19.96917592,2.974572812,0.537303686,24903328886,2.12E-10,7.81505E+12,1,0.012229908,450.1093771,0.728493691,1.60E-09,1.05E-08,0.01303711,0.593572506,150.5577736,143.6158226
22.34822105,2.539877483,0.498300158,27789515445,2.13E-10,6.68598E+12,2,0.029437827,489.2097608,0.331302801,1.49E-09,7.00E-09,0.006145338,0.469784451,82.02914159,75.88037316
18.43432183,2.646284891,0.33096145,20448394938,1.09E-10,78654937020,2,0.011094813,502.1125176,0.983406977,1.32E-09,8.84E-09,0.003889776,0.521141099,17.21766747,13.55566852
25.35254159,2.234545846,0.55912798,28815672259,2.37E-10,7.2542E+12,1,0.012212576,492.7622026,0.571365814,1.57E-09,1.07E-08,0.024407178,0.419055403,123.8595431,115.3308499
22.39355799,3.050073479,0.398353386,23102708084,3.36E-10,3.16372E+12,0,0.027445274,334.3751807,0.41593257,1.50E-09,9.10E-09,0.013670884,0.371456647,141.749437,146.339881
24.77030804,2.183240051,0.694510226,22916689949,2.89E-10,5.62812E+12,3,0.026709262,476.860118,0.353056022,1.18E-09,1.20E-08,0.004873405,0.690034011,85.42838671,79.52205059
23.1480091,2.169061285,0.428553265,25440318293,2.41E-10,4.25607E+12,1,0.029403071,559.1204799,0.122190398,1.90E-09,6.62E-09,0.009707805,0.679716902,201.1767763,205.6368233
10.30512112,3.525553375,0.409700047,29874050501,1.32E-10,7.32034E+12,5,0.022595534,593.4538726,0.052764174,1.88E-09,9.41E-09,0.017642934,0.553544795,268.1003882,272.8527661
27.92076883,2.474554645,0.623729935,29462985975,3.24E-10,2.17106E+12,5,0.024848742,536.4239654,0.192828626,1.84E-09,1.18E-08,0.021504775,0.338093366,230.0671035,234.3008724
22.00340884,3.017643137,0.695999434,21712736677,2.41E-10,7.14969E+12,1,0.02611707,541.491579,0.192998268,1.61E-09,1.18E-08,0.016823854,0.568374726,197.2582503,204.2804911
28.25147324,3.939115212,0.596088762,20099431896,2.53E-10,2.97912E+12,4,0.022476082,325.1167311,0.773932857,1.56E-09,1.15E-08,0.007168708,0.601794128,243.6120541,253.0318889
20.14999177,3.31994336,0.674128935,22340978934,1.84E-10,1.84037E+12,2,0.012280748,578.9812384,0.790754071,1.36E-09,8.20E-09,0.008063247,0.436302314,54.84405363,50.54309403
16.68305619,2.160008396,0.566978628,24623718360,2.51E-10,2.26879E+12,2,0.017550993,491.0547028,0.948365881,1.88E-09,6.78E-09,0.025778417,0.507752688,134.8784666,128.3760554
13.70536442,2.607695037,0.318306639,25533349866,2.31E-10,8.81349E+12,0,0.026919926,444.267781,0.90779653,1.58E-09,7.93E-09,0.016598359,0.394012064,122.3036992,130.4195535
29.88099044,2.081555637,0.408773306,28152185901,3.41E-10,41298867316,5,0.020588423,591.933365,0.173446561,1.04E-09,8.33E-09,0.021637503,0.502791099,194.808776,199.8448091
22.90661997,2.42443985,0.530197464,24524383262,3.53E-10,5.90693E+11,0,0.025642326,392.725421,0.574327298,1.29E-09,1.13E-08,0.016119577,0.437021295,99.98412701,94.60288989
18.43801929,3.942960884,0.51012735,23370817556,2.40E-10,9.25388E+11,1,0.013553707,421.4002024,0.008402079,1.54E-09,7.96E-09,0.015078221,0.466812113,195.9133957,188.1490363
28.14479265,2.175351302,0.461219525,20516618589,1.26E-10,4.46212E+12,5,0.025219855,340.6032206,0.925957603,1.44E-09,1.13E-08,0.008024612,0.617049155,182.220162,177.7643106
13.17364872,3.003860111,0.564222923,24122517608,2.94E-10,2.49899E+12,4,0.014205758,452.1365118,0.494891398,1.35E-09,6.29E-09,0.007016563,0.322822991,162.849294,166.4881718
19.65366233,3.295580013,0.468156782,25431636155,3.98E-10,5.48236E+12,2,0.017614534,363.8205872,0.012781792,1.39E-09,1.06E-08,0.020300905,0.554275742,169.6314472,167.0547957
18.91831726,2.998739593,0.569004222,28558076183,2.00E-10,1.24063E+12,3,0.013062961,448.3139909,0.50237249,1.89E-09,6.68E-09,0.007458354,0.562980301,130.6806632,125.5807954
15.28241925,2.835966817,0.596095223,29143924757,2.12E-10,7.20464E+12,4,0.021195257,500.7847932,0.694312553,1.52E-09,6.54E-09,0.027360697,0.602734154,314.2247148,311.4600934
11.06603763,2.695121414,0.544875559,24513676658,3.47E-10,2.5546E+12,1,0.019625942,469.9302926,0.431308791,1.08E-09,9.77E-09,0.012509107,0.46794028,167.8320011,167.4537286
15.79438698,3.932732335,0.699909238,29566386012,3.31E-10,4.89769E+12,0,0.023974124,396.2477788,0.760746294,1.54E-09,1.16E-08,0.003849669,0.466564033,175.5062994,176.5811189
23.02836003,2.071905076,0.385822388,24340224520,3.55E-10,3.07949E+12,0,0.016463637,548.6721816,0.651350806,1.14E-09,1.04E-08,0.029535051,0.397462983,86.46335517,91.45303256
16.79884896,3.566298954,0.431854384,29180083865,3.00E-10,7.39272E+12,2,0.013965292,344.9148596,0.867660344,1.01E-09,9.03E-09,0.01771177,0.533146762,162.5590094,161.9783941
19.42413951,3.228634447,0.390380752,21537109599,2.66E-10,5.54952E+12,2,0.019832434,306.0103921,0.826406062,1.08E-09,8.45E-09,0.025701548,0.554760789,130.012421,133.8965137
15.61636095,2.136990705,0.453066541,20932735993,2.25E-10,8.03451E+12,1,0.021809421,443.6083555,0.643469611,1.63E-09,1.08E-08,0.01364381,0.418603781,119.5689406,129.1730023
22.33055852,2.625164339,0.52298198,22318638620,2.93E-10,9.39246E+12,2,0.021500844,551.7820336,0.874277715,1.61E-09,1.23E-08,0.022567552,0.547309338,94.11907214,102.1500617
21.80226613,3.870595142,0.61753554,23314120290,1.99E-10,1.4638E+12,0,0.013054973,484.9715069,0.081782126,1.19E-09,1.08E-08,0.01334591,0.350099846,73.06375326,82.46992974
11.94424667,3.97362369,0.36556463,22378742103,1.88E-10,2.37889E+12,5,0.014483916,439.4121009,0.28474369,1.31E-09,1.11E-08,0.024045907,0.590468345,251.4165361,245.6447081
29.48191252,3.439407265,0.361427881,29150199762,1.72E-10,5.31809E+12,4,0.017307102,513.4909872,0.920764174,1.24E-09,1.13E-08,0.002915977,0.324906851,138.0858887,133.2359282
23.64482718,3.238139573,0.593237347,26566958165,3.13E-10,9.88233E+12,4,0.022228162,300.0726237,0.391884025,1.09E-09,6.33E-09,0.024006383,0.349268058,327.4809658,337.015228
16.41473555,3.671245904,0.689037551,22310944861,3.52E-10,7.48404E+11,3,0.025124881,530.3250435,0.716134562,1.35E-09,9.23E-09,0.02879154,0.423899044,192.422897,193.1365589
29.70335509,2.597350583,0.343983559,24380365633,3.66E-10,9.05468E+12,5,0.026934003,596.9829145,0.537831156,1.48E-09,1.22E-08,0.002439178,0.463879562,217.0237542,214.0423663
22.70572811,3.579097932,0.653588034,22385825979,3.70E-10,8.29066E+12,5,0.018475831,426.9332102,0.634296307,1.06E-09,1.24E-08,0.006215398,0.315449743,278.7488102,286.1483817
16.68034896,3.102927641,0.328763813,25296020252,1.70E-10,1.65943E+12,0,0.012020833,469.6652974,0.525265215,1.66E-09,9.13E-09,0.029344458,0.357296926,83.96261541,78.57802247
29.10924204,3.665231274,0.578118618,23687525340,1.92E-10,6.25179E+12,4,0.010950545,396.2823682,0.839063689,1.88E-09,9.64E-09,0.029261792,0.309504875,170.9296865,167.9422949
15.97188131,2.50676687,0.657471279,24411043057,2.86E-10,5.43854E+12,0,0.010405002,455.7066606,0.330536906,1.63E-09,1.09E-08,0.020513816,0.666285125,126.6833497,132.6165938
10.57434546,2.908098633,0.624741083,24982866871,1.22E-10,7.24004E+12,2,0.026055853,505.6589197,0.710998907,1.08E-09,9.72E-09,0.013706416,0.396967078,47.46906679,38.85236504
18.79339398,2.362774913,0.634504454,23805057931,1.22E-10,5.14393E+12,2,0.020869586,435.3458159,0.13233775,1.68E-09,9.09E-09,0.029947278,0.352665011,45.47469865,52.28020694
21.26469838,3.217542914,0.39052316,27497519967,1.04E-10,8.04842E+12,3,0.024509888,326.0982539,0.356815309,1.85E-09,1.13E-08,0.010242331,0.586067599,97.82608236,106.5393729
19.40107281,3.080778989,0.379816312,25657509903,1.56E-10,3.16467E+12,5,0.016839777,372.8586602,0.793140484,1.66E-09,6.29E-09,0.022293757,0.34415798,246.5716283,242.0986969
12.42793644,3.821326245,0.613683371,20136777723,2.85E-10,4.36964E+12,4,0.015722658,407.048792,0.862114411,1.21E-09,1.11E-08,0.003182869,0.503951873,177.9690914,184.4703793
11.10186382,3.022508069,0.500295681,21771975626,1.24E-10,8.70131E+12,4,0.017022369,536.3192982,0.137240711,1.45E-09,1.21E-08,0.021768576,0.639233042,130.0651309,128.8314434
20.6454029,3.72463312,0.632903916,29753115234,3.41E-10,8.80247E+12,4,0.016938167,363.3181822,0.769982375,1.74E-09,8.21E-09,0.021224068,0.67125608,489.4699996,486.7679694
11.48521153,2.708701629,0.511628392,20976195916,3.49E-10,4.34365E+12,5,0.025326856,568.1961498,0.494568319,1.60E-09,1.09E-08,0.026449688,0.515993366,275.9268026,282.7631049
28.96383338,3.597227039,0.306792521,26468847543,1.50E-10,2.59615E+12,4,0.013598047,372.8567018,0.62723215,1.25E-09,1.13E-08,0.011199563,0.408754999,138.6088229,144.0834291
11.33245564,3.009021805,0.566215392,22228890206,1.20E-10,9.24859E+11,1,0.013557297,508.1302507,0.031784751,1.72E-09,8.63E-09,0.022847161,0.674036976,126.4943445,127.3214387
20.0581213,3.173855294,0.404863656,27528279066,2.13E-10,4.59562E+12,5,0.017676082,322.2328059,0.169923014,1.51E-09,1.16E-08,0.006574551,0.55149056,229.9235566,220.0257663
26.85506388,2.970599436,0.633557377,21562860795,2.50E-10,3.31504E+12,4,0.023759858,343.0094289,0.13361023,1.03E-09,7.30E-09,0.008578099,0.67685049,222.0335574,218.9069007
18.92686457,2.661691638,0.610481087,28928795800,1.31E-10,2.79636E+12,0,0.014849172,452.820366,0.500620722,1.05E-09,6.34E-09,0.015554023,0.639709609,108.9645285,112.1442387
28.20881167,2.3600233,0.497648557,23026628813,2.58E-10,1.53018E+12,5,0.01403695,414.606371,0.258591441,1.06E-09,1.09E-08,0.027274333,0.387507115,148.0191507,153.1381704
13.38547435,2.076543467,0.539557436,24498025094,1.16E-10,6.61384E+12,1,0.011148048,530.8387143,0.529674563,1.68E-09,9.66E-09,0.017987971,0.651381985,81.14546884,87.98553517
29.30522774,2.720779796,0.645938692,24039371673,3.02E-10,6.80515E+12,3,0.026317456,466.5322723,0.373907717,1.68E-09,9.30E-09,0.0099139,0.463583287,136.234031,146.0004451
24.84069703,2.02301194,0.510030519,29323252948,3.12E-10,4.14146E+12,0,0.010851939,527.039196,0.095138928,1.04E-09,6.57E-09,0.011894065,0.589571281,130.4206558,138.5326279
23.55196527,2.076780918,0.515375985,23530787741,3.13E-10,8.41162E+12,1,0.029061785,399.6456735,0.467495401,1.83E-09,7.50E-09,0.001710313,0.378812173,146.6152554,154.6333799
12.12976271,2.709541438,0.697312061,20992967963,1.41E-10,9.54698E+12,1,0.015279641,499.2534908,0.029185379,1.49E-09,7.71E-09,0.011509009,0.489658483,114.8972261,114.8654208
27.26321201,3.444918028,0.602506582,26985909527,2.08E-10,1.369E+12,3,0.029590299,489.5069313,0.327730251,1.80E-09,6.66E-09,0.007897661,0.342794047,138.6999306,136.1607425
26.90875969,2.722947768,0.628405935,23588747525,1.48E-10,5.71361E+12,1,0.021321716,324.9448913,0.367674489,1.11E-09,1.18E-08,0.01616032,0.554582453,149.7574425,159.0835193
10.40668162,3.676119108,0.508274652,21276256385,2.77E-10,2.03633E+12,1,0.028804575,407.0109705,0.334733616,1.03E-09,1.14E-08,0.026424049,0.601473946,269.8980728,264.021105
12.73260702,3.788051857,0.490443454,23230418891,3.94E-10,7.22283E+11,1,0.012417653,378.3975767,0.118694746,1.62E-09,7.86E-09,0.026491783,0.501382881,332.8401149,342.1698578
27.46989291,3.631598179,0.348394474,20203309273,1.26E-10,9.44563E+12,3,0.026824962,592.7207832,0.624465055,1.08E-09,1.11E-08,0.006619617,0.606254732,82.22286025,87.2893237
27.4752758,2.730911285,0.384060086,28647051293,3.63E-10,7.75698E+12,3,0.021410058,375.6200709,0.736885689,1.87E-09,1.19E-08,0.024404223,0.546098511,187.2906716,196.4318951
15.33639557,3.27762044,0.664919819,22718595469,1.27E-10,2.01933E+12,2,0.025618908,496.4054149,0.568045764,1.74E-09,9.21E-09,0.004007474,0.490353747,42.48514028,47.19013794
11.84793681,3.699608276,0.389492082,21325181418,1.37E-10,9.24138E+12,4,0.012534088,420.1219627,0.431480586,1.21E-09,1.11E-08,0.012196228,0.633622488,141.29079,138.4518542
18.67398398,3.687823149,0.526353051,20692840941,3.13E-10,2.20277E+12,2,0.01339317,489.6217414,0.699013726,1.95E-09,6.92E-09,0.019441577,0.349505336,150.8828371,160.365969
17.00082476,2.745625517,0.376239281,27012806129,1.89E-10,6.11707E+12,4,0.011416102,444.3637649,0.269350428,1.08E-09,6.88E-09,0.00704939,0.538784178,127.828771,129.0918828
16.27384739,3.649718487,0.55775271,26812310635,2.54E-10,6.00794E+12,2,0.023986555,360.1864425,0.485240851,1.70E-09,1.20E-08,0.007449968,0.624939059,111.4313151,107.2469166
26.5987283,3.560904131,0.38973418,25352781308,3.04E-10,9.28288E+12,0,0.026861344,518.9500357,0.518592767,1.55E-09,1.02E-08,0.015494881,0.678794318,210.5602499,216.587071
29.84881212,2.205712066,0.428292333,20110477174,3.60E-10,3.75423E+12,5,0.018976001,367.4978841,0.190115028,1.28E-09,6.93E-09,0.005416501,0.424337212,182.5084024,180.8835039
18.52802369,3.367686749,0.605108655,20522657044,3.54E-10,2.86562E+12,5,0.014615676,372.732746,0.886825593,1.68E-09,7.46E-09,0.012193726,0.490012716,305.884029,314.5733388
13.5515914,2.436084,0.616233269,25585955333,2.40E-10,8.08604E+12,2,0.01667807,355.2873389,0.84206475,1.84E-09,7.20E-09,0.023416071,0.390702453,123.1537257,129.0283171
25.7307129,3.113022468,0.655167049,27703786424,3.39E-10,9.87452E+12,5,0.024736137,576.614781,0.970000944,1.34E-09,9.46E-09,0.007901366,0.397906244,316.6442288,321.634376
12.37752617,3.508268985,0.537693223,29858494374,1.04E-10,6.26246E+12,0,0.026127545,371.8012295,0.055209014,1.34E-09,8.73E-09,0.011997679,0.356082141,99.84376775,108.6242231
25.54444896,3.094806046,0.429271292,27686651487,3.16E-10,4.72583E+12,1,0.014044634,528.9446527,0.831778935,1.97E-09,1.09E-08,0.009320573,0.575447238,183.9256491,180.0019681
21.93713881,3.858831902,0.389148388,29108257643,1.32E-10,9.35817E+12,3,0.012021407,429.368179,0.611641231,1.22E-09,1.21E-08,0.009347686,0.481915007,77.85563083,75.08124557
21.31944011,2.521732705,0.382603986,22835983101,2.68E-10,9.20399E+12,0,0.019170059,406.9399671,0.96692074,1.24E-09,1.11E-08,0.020080198,0.588767932,107.1013907,116.1440066
23.3608922,2.260795828,0.307033361,23193582236,3.69E-10,2.79193E+12,1,0.025185673,573.4313441,0.241635612,1.49E-09,8.87E-09,0.022181026,0.613556645,206.6678472,202.6732482
27.66186178,3.531272196,0.602227752,20243182931,3.85E-10,3.39131E+12,5,0.02628283,308.523906,0.831028486,1.48E-09,9.54E-09,0.005950494,0.620300714,383.4974772,374.1643574
18.23961189,2.83747245,0.342783672,26291966514,3.74E-10,8.05783E+12,2,0.010853229,320.3940948,0.681029457,1.68E-09,7.60E-09,0.005549054,0.568995318,136.3540778,146.0974047
29.83608319,2.890621515,0.475852587,28170168900,1.84E-10,8.40816E+12,5,0.012477261,369.0372234,0.144195223,1.14E-09,1.21E-08,0.025096871,0.484540587,180.087565,189.262692
13.1271811,3.225614546,0.31645696,23372129101,1.06E-10,8.7034E+12,5,0.014676296,481.8422273,0.321036716,1.36E-09,7.86E-09,0.020899179,0.620452099,200.364058,204.1997577
11.41546927,3.605620088,0.67518599,29555438639,3.09E-10,7.30355E+12,4,0.019154646,508.2432606,0.749029319,1.78E-09,1.15E-08,0.007222739,0.341873644,231.7107986,226.0731233
27.22752914,2.702323814,0.420173165,23724795458,2.85E-10,5.88545E+12,5,0.028101618,522.5431248,0.547166428,1.71E-09,1.22E-08,0.002995572,0.52989707,235.1176114,229.7503674
21.96136363,2.845367093,0.38029031,28107918738,2.86E-10,2.16216E+12,3,0.024446032,486.6282564,0.132507191,1.48E-09,8.34E-09,0.006369991,0.506816813,118.0156178,119.9311377
17.52241392,2.161283698,0.374188754,24425390297,1.85E-10,2.80994E+12,2,0.022879311,489.3737074,0.193841037,1.39E-09,7.17E-09,0.021584213,0.502198329,75.0190583,80.50892251
12.66606445,3.131802189,0.449163381,28908186166,1.06E-10,1.34023E+12,4,0.01948178,404.4892011,0.310881372,1.37E-09,1.17E-08,0.021260737,0.628779683,157.3793204,167.1666898
25.57740537,3.075669355,0.429485196,26065911591,2.76E-10,3.16138E+12,3,0.018075113,459.8132815,0.638199834,1.83E-09,1.08E-08,0.02286993,0.492357893,142.7054985,136.5017
16.51992724,2.17751865,0.543537705,28230852799,2.09E-10,5.03833E+12,5,0.01376895,384.3717814,0.73218876,1.29E-09,6.62E-09,0.006208259,0.444816552,157.2991965,152.1789195
10.26378293,2.403799017,0.408856492,22874542355,1.36E-10,1.37194E+12,4,0.014835747,464.5033341,0.077469661,1.31E-09,8.43E-09,0.011983751,0.632001797,101.861396,95.42970737
12.14691467,2.374794064,0.455345969,24544507663,1.07E-10,9.23163E+12,4,0.016113945,351.8975733,0.944608876,1.47E-09,7.94E-09,0.01776424,0.458360574,119.5783566,111.9774802
12.71966141,3.268218494,0.507965237,25027513067,3.22E-10,4.93536E+12,4,0.011463847,411.8243312,0.246100722,1.60E-09,1.23E-08,0.002842968,0.335314746,127.8114291,135.9478593
27.39683617,3.604273016,0.398860453,28565777966,3.67E-10,1.87776E+12,4,0.029901801,493.0872459,0.725260995,1.87E-09,6.90E-09,0.015583392,0.679281023,534.9711882,542.0703235
29.79998259,2.906328449,0.501767155,22505176813,3.97E-10,7.74769E+11,0,0.010847178,417.0389857,0.762291877,1.66E-09,7.22E-09,0.019919157,0.512548354,208.6261257,212.9489807
11.62962442,2.816582372,0.570310336,25940726232,3.97E-10,9.35531E+12,0,0.020574962,434.4532535,0.194004647,1.38E-09,9.01E-09,0.012029458,0.409433192,165.9820878,161.7801542
12.61172996,2.081297478,0.461256907,27907408138,1.04E-10,8.67957E+12,2,0.029849472,448.2342401,0.092118756,1.41E-09,1.19E-08,0.0192033,0.53176614,35.89285815,35.76721499
22.16756158,3.119364213,0.426381589,25089388601,2.43E-10,1.63994E+12,4,0.010472701,487.0416705,0.876965563,1.28E-09,9.04E-09,0.012664516,0.404790461,129.0213564,125.6621926
10.25839343,2.099349314,0.532519094,25794145670,3.59E-10,2.58244E+12,1,0.011843265,562.7785913,0.325307396,1.98E-09,1.13E-08,0.019512275,0.686952292,154.0882947,156.974644
11.44752047,3.564081081,0.679823241,29937901068,3.54E-10,8.44533E+12,3,0.014698355,434.2842871,0.306209448,1.29E-09,7.52E-09,0.015005267,0.690936944,354.5035425,358.2448658
18.31952852,2.40557909,0.543097139,24624470378,3.20E-10,1.85067E+12,4,0.022768013,313.8386337,0.860351405,1.65E-09,1.06E-08,0.012807785,0.487132743,178.8373025,178.3947807
10.69093127,3.279314826,0.508236966,29625660372,2.66E-10,6.31067E+12,1,0.021417046,468.3507574,0.93789251,1.43E-09,9.51E-09,0.023734237,0.334060784,231.1588494,227.4041582
24.91564124,3.90893332,0.510724674,29795862517,3.03E-10,5.22817E+12,0,0.02286517,475.6804961,0.588081789,1.42E-09,1.12E-08,0.008516817,0.512071807,171.947243,162.1464679
12.73945931,3.696072326,0.462938059,27004017461,1.78E-10,8.4454E+12,3,0.018809679,521.6371925,0.649753347,1.43E-09,6.35E-09,0.013561798,0.446027393,163.2799745,169.5894133
17.39433533,3.320419386,0.686457642,25696129135,2.38E-10,3.38285E+12,4,0.023569991,388.4763738,0.806102295,1.75E-09,8.58E-09,0.005201819,0.573355624,235.5622546,233.5090871
20.2358255,2.078146725,0.348102451,22314705574,3.84E-10,3.08856E+12,2,0.022829053,446.3533755,0.5278069,1.64E-09,1.16E-08,0.010693722,0.5568201,65.66150417,59.81815442
28.37208961,3.537653544,0.625784935,23336141472,1.79E-10,3.7032E+12,0,0.023824424,498.41569,0.29332836,1.73E-09,7.32E-09,0.022718771,0.365455226,142.6071713,134.3635688
16.31784946,3.850192131,0.345607629,29014385897,2.06E-10,8.56571E+12,2,0.027966217,449.2688193,0.3449533,1.11E-09,1.14E-08,0.028785047,0.501993234,116.4598549,125.6106823
23.26546853,3.779076118,0.393829783,27070813403,1.77E-10,8.79578E+12,2,0.02759167,372.9630404,0.623862447,1.68E-09,8.55E-09,0.012536278,0.34923966,94.55046019,103.8935298
17.70232561,3.065158318,0.420657568,23440336556,1.88E-10,4.52632E+12,0,0.026285802,327.3162507,0.402531303,1.50E-09,1.06E-08,0.023346083,0.642982153,137.2617556,141.0020017
29.22899331,2.267268926,0.628216616,21370238713,1.01E-10,1.75775E+12,5,0.011035911,350.6878878,0.193476749,1.40E-09,7.09E-09,0.024148455,0.515020071,124.8929952,123.2557158
26.40116392,3.682973942,0.370792671,27717638614,2.49E-10,8.39214E+12,5,0.024867457,414.475999,0.550403783,1.25E-09,7.78E-09,0.007358356,0.656253923,386.9005805,386.8348272
18.30778405,2.769937215,0.392212763,29544243261,1.28E-10,8.73313E+12,4,0.025542217,348.7427139,0.076741618,1.44E-09,9.42E-09,0.008549313,0.542609327,170.0184983,160.8539083
